CLI00001;Fabián   Poblete;44;Casado; Buchupureo ; Puerto Montt 
CLI00046;Matías   Valdés;42;Soltero; Ritoque ; Puerto Varas 
CLI00047;Carolina   Rivera;32;Casado; Isla Negra ; Cunco 
CLI00048;Sebastián   Miranda;21;Viudo; Pozo Almonte ; Las Trincheras 
CLI00049;Leonor   García;22;Viudo; Lago Ranco ; Nercón 
CLI00050;Martina   Hernández;41;Viudo; Chile Chico ; Pichilemu 
CLI00051;Juan   Fuentes;20;Divorciado; Puerto Ingeniero Ibáñez ; Catripulli 
CLI00052;Luciano   Escobar;50;Viudo; Rinconada ; Termas del Flaco 
CLI00053;Victoria   Rivera;19;Casado; Pisco Elqui ; Freire 
CLI00054;Isabella   Álvarez;46;Casado; Punta De Tralca ;Coquimbo 
CLI00055;Daniel   Gutiérrez;37;Casado; Angol ; Castro 
CLI00056;Esperanza   Bravo;33;Divorciado; Caburga ; Mamiña 
CLI00057;Victoria   Navarrete;47;Divorciado; San Félix ; Villa Alemana
CLI00058;Alex   Vargas;35;Casado; Cunco ; San Fabián de Alico 
CLI00059;Antonela   Figueroa;37;Viudo;Puerto Guadal ; Talca 
CLI00060;Colomba   Palma;45;Soltero; Puerto Natales ; Valdivia 
CLI00061;Facundo   Reyes;44;Soltero; Villa O'Higgins ; Santa Olga 
CLI00062;Leonor   Valdés;33;Divorciado; Ancud ; Coronel 
CLI00063;Lucas   Alarcón;39;Divorciado; Río Puelo ; Huasco 
CLI00064;Elisa   Núñez;49;Divorciado; El Melocotón ; Los Vilos 
CLI00065;Trinidad   Figueroa;31;Divorciado;La Laguna ; Quillón 
CLI00066;Krishna   Orellana;37;Viudo; Putre ; Coyhaique 
CLI00067;Constanza   Pino;32;Soltero; Isla de Maipo ; Paihuano 
CLI00068;Paz   Campos;31;Divorciado; Caldera ; Puerto Ingeniero Ibáñez 
CLI00069;Claudio   Gallardo;50;Viudo; Iloca; Ancud 
CLI00070;Josué   Sánchez;45;Divorciado; Caldera ; La Junta 
CLI00071;Leonardo   Zúñiga;43;Divorciado; Iloca; El Boyenar 
CLI00072;Cristián   Carrasco;26;Casado; Tinguiririca ; Chauquén 
CLI00073;Aaron   Fernández;25;Casado; Tulahuén ;Coquimbo 
CLI00074;Danae   Escobar;49;Casado; Valdivia ; Quillón 
CLI00075;Ashley   Romero;24;Soltero; Villa Alemana; Catripulli 
CLI00076;Emilio   Vásquez;44;Viudo; Peleco ; El Manzano 
CLI00077;Abigail   Farías;37;Divorciado; Villa O'Higgins ; Las Vertientes 
CLI00078;Olivia   Vásquez;43;Casado;Lontué ; Osorno 
CLI00079;Leonor   Orellana;50;Casado; Putre ;Puerto Saavedra 
CLI00080;Mayte   Saavedra;42;Viudo; Pisco Elqui ; El Médano 
CLI00081;Vicente   Aguilera;26;Casado; Lebu ; Paihuano 
CLI00082;Nicolás   Castillo;38;Viudo; Puerto Varas ; Pelluhue 
CLI00083;Paula   Herrera;45;Soltero; Chauquén ; Osorno 
CLI00084;Fabián   Vásquez;19;Casado;Las Trancas (Termas de Chillán) ; Vilches 
CLI00085;Fabián   Cortés;25;Soltero; Pichilemu ; Ancud 
CLI00086;Camilo   López;27;Casado; Rangue ; Isla R. Crusoe (Juan Fernández) 
CLI00087;Millaray   Vera;26;Casado;Pica ;Puerto Guadal 
CLI00088;Leonardo   Vásquez;39;Viudo; Chanavayita ; Puerto Fonck 
CLI00089;Amaro   Gutiérrez;21;Divorciado; Cucao ; Isla de Maipo 
CLI00090;Eduardo   García;43;Viudo; Iquique ; Quintay 
CLI00091;Francisca   Torres;24;Divorciado; Freire ; Freire 
CLI00092;Elena   Núñez;33;Soltero; El Tabo ; Las Cabras 
CLI00093;Dante   Cáceres;26;Divorciado; San Alfonso ; Paihuano 
CLI00094;Matías   Cáceres;33;Casado; Colonia Lautaro ; Alto del Carmen 
CLI00095;Juan   Sánchez;23;Soltero; Quenuir ; Mehuín 
CLI00096;Josefina   Navarrete;19;Viudo; Villa Tehuelches ; Concón 
CLI00097;Damián   Leiva;44;Divorciado; Puyuhuapi ; Nercón 
CLI00098;Lucas   Guzmán;43;Viudo; Niebla ; Caburga 
CLI00099;Noemí   Leiva;40;Viudo; San Fabián de Alico ; Cucao 
CLI00100;Isabella   Parra;28;Casado; Coihaique ; Vichuquén 
CLI00101;Noelia   Saavedra;38;Viudo; Cochrane ;Rivadavia 
CLI00102;Claudio   Valdés;36;Casado; Panimavida ; Ensenada 
CLI00103;Amparo   López;39;Casado; Cunco ; Quenuir 
CLI00104;Ángel   Cerda;34;Casado; Calama ; Punta Choros 
CLI00105;Gustavo   Vergara;27;Casado; Isla R. Crusoe (Juan Fernández) ; Constitución 
CLI00106;Esperanza   Molina;45;Viudo; Mehuín ; Pichidangui 
CLI00107;Consuelo   Carrasco;47;Divorciado; Quenuir ;Puerto Guadal 
CLI00108;Josefa   García;25;Soltero; San Pedro De Atacama; Saltos del Laja 
CLI00109;Matilda   Álvarez;18;Soltero; Punta Choros ; Valparaíso 
CLI00110;Pía   Moreno;44;Divorciado;Puerto Saavedra ;Metri 
CLI00111;Thomas   Gómez;48;Divorciado; El Manzano ; Piruquina 
CLI00112;Julieta   Donoso;32;Soltero; Las Cabras ; Guanaqueros 
CLI00113;Óscar   Bravo;20;Soltero; Saltos del Laja ; Futaleufú 
CLI00114;Fernanda   Pino;34;Viudo; Maitencillo ; Quillón 
CLI00115;Matías   Ruiz;42;Soltero; Puerto Aysén ; Caleta Tortel 
CLI00116;Joaquín   Morales;40;Soltero; Limache ; Vicuña 
CLI00117;Luis   Pizarro;45;Viudo;Puertecillo ; Iloca
CLI00118;Jean   Araya;24;Viudo; Caldera ; Constitución 
CLI00119;Antonia   Guerrero;32;Casado; El Melocotón ; Cunco 
CLI00120;Matías   Poblete;47;Casado; Baños Morales ; Río Puelo 
CLI00121;Laura   Valenzuela;18;Viudo;Las Trancas (Termas de Chillán) ; El Manzano 
CLI00122;Juan   Campos;29;Casado; Cochiguaz ; Piruquina 
CLI00123;Agustín   Ortega;38;Viudo; Hornopirén ; Río Puelo 
CLI00124;Dante   Riquelme;24;Viudo; Frutillar ; Villarrica 
CLI00125;Pedro   Aguilera;20;Divorciado; Constitución ; Futaleufú 
CLI00126;Esteban  Soto;32;Soltero;Cobquecura ; Curanipe 
CLI00127;Pablo   Reyes;29;Soltero; Coronel ; Alto del Carmen 
CLI00128;Kevin   Álvarez;29;Viudo;Quillaipe ; Vichuquén 
CLI00129;Aylin   Bustos;31;Soltero;Puerto Saavedra ; Carelmapu 
CLI00130;Amparo   Navarrete;40;Viudo; Isla R. Crusoe (Juan Fernández) ;Entre Lagos 
CLI00131;Isaías   Fernández;41;Soltero; Freire ; Guanaqueros 
CLI00132;Lukas   Vega;46;Viudo; San Fabián de Alico ; Baños Morales 
CLI00133;Alexandra   Vergara;40;Soltero; San José de Maipo ; Quenuir 
CLI00134;Pascal   Lagos;35;Soltero;Rivadavia ; Tomé 
CLI00135;Franco   Zúñiga;50;Divorciado; Caldera ;Metri 
CLI00136;Dominique   Aguilera;44;Casado; Reñaca ; Coronel 
CLI00137;Javiera   Cerda;25;Casado; El Quisco ;Quillaipe 
CLI00138;Javiera   Sáez;39;Divorciado;Rivadavia ; Totoralillo 
CLI00139;Sebastián   Pizarro;26;Divorciado; La Serena ; Coihaique 
CLI00140;María   Yáñez;36;Divorciado; El Tabo ; Caldera 
CLI00141;Valentina   Valenzuela;28;Viudo; Rangue ;Cahuil 
CLI00142;Josefa   Bustamante;25;Soltero; Futaleufú ; San Pedro De Atacama
CLI00143;Esteban   Salazar;26;Viudo; Huasco ; Huasco 
CLI00144;Iván   Godoy;21;Casado; Paihuano ; Huasco 
CLI00145;Isabella   Farías;44;Casado; Castro ; Panguipulli 
CLI00146;Elisa   Campos;44;Divorciado;Coquimbo ; Las Cabras 
CLI00147;Alexandra   Escobar;42;Viudo; Lago Ranco ; El Manzano 
CLI00148;Claudio   Guerrero;26;Viudo; El Manzano ; Tongoy 
CLI00149;Emily   Toro;47;Casado; Villa Tehuelches ; Rinconada 
CLI00150;Manuel   Valenzuela;37;Divorciado; El Colorado ; Guanaqueros 
CLI00151;Génesis   Riquelme;25;Viudo; Limache ; Paihuano 
CLI00152;Pablo   Medina;28;Casado; Puerto Fonck ; La Serena 
CLI00153;César   Donoso;46;Soltero; Llicaldad ; Pichilemu 
CLI00154;Colomba   Aravena;27;Soltero; Quenuir ; Guanaqueros 
CLI00155;Javiera   Vargas;39;Viudo; Peleco ; Isla R. Crusoe (Juan Fernández) 
CLI00156;Fabián   Vega;26;Soltero;Coquimbo ; Puerto Natales 
CLI00157;Dylan   Saavedra;46;Viudo; Algarrobo ; El Boyenar 
CLI00158;Noemí   Torres;41;Divorciado; Puerto Bertrand ; Coñaripe 
CLI00159;Consuelo   Rivera;50;Viudo; Curanipe ; Iquique 
CLI00160;Bárbara   Castillo;28;Casado; Pucón ; Las Trincheras 
CLI00161;Marcelo   Flores;42;Divorciado; Manzanar ; Pisco Elqui 
CLI00162;Isabella   Romero;35;Casado; Tinguiririca ; Vilches 
CLI00163;Rocío   Molina;27;Soltero; Laguna Verde ; Iloca
CLI00164;Alfonso   Herrera;34;Soltero; Coyhaique ; Villa Tehuelches 
CLI00165;Julieta   Vega;48;Soltero; Mehuín ; Colonia Lautaro 
CLI00166;Antonia   Hernández;39;Soltero; Ilihue ;Coquimbo 
CLI00167;Sofía   Pizarro;35;Casado; Puente Negro ; Pozo Almonte 
CLI00168;Dominique   Guzmán;32;Soltero; El Médano ; Isla Negra 
CLI00169;Josué   Herrera;22;Casado; Buchupureo ; Villa Tehuelches 
CLI00170;Lukas   Castro;23;Casado; Puerto Cárdenas ; Puyuhuapi 
CLI00171;Belén  Soto;41;Soltero; Iloca; Tongoy 
CLI00172;Aylin   Gallardo;21;Divorciado; El Médano ; Saltos del Laja 
CLI00173;Paz   Peña;25;Casado; Tomé ; El Colorado 
CLI00174;Nicolás   Ramírez;35;Divorciado; Vichuquén ; Buchupureo 
CLI00175;Baltazar   Martínez;20;Casado; Piruquina ; Villa O'Higgins 
CLI00176;Isaías   Moreno;22;Soltero; Vichuquén ; Peleco 
CLI00177;Eduardo   Sánchez;29;Divorciado; Puerto Cárdenas ; Villarrica 
CLI00178;Rayén   Cáceres;19;Casado;Metri ; Cunco 
CLI00179;Valentina   Miranda;18;Viudo;La Laguna ; Lican Ray 
CLI00180;León   Maldonado;23;Viudo; Caleta Tortel ; Osorno 
CLI00181;Martín   Carvajal;30;Casado; Puerto Montt ; El Médano 
CLI00182;Cristóbal   Guzmán;33;Divorciado; Niebla ; Cunco 
CLI00183;Krishna   Sanhueza;24;Soltero; El Boyenar ; Freire 
CLI00184;Amy   Vega;27;Divorciado; Tongoy ; Los Vilos 
CLI00185;Víctor   Moreno;46;Casado; Bahia Inglesa ; San Félix 
CLI00186;Dylan   Campos;19;Soltero; Molco ; Tulahuén 
CLI00187;Clemente   Gutiérrez;32;Divorciado; Putre ; Puerto Varas 
CLI00188;Gaspar   Aguilera;18;Soltero; La Herradura ; Malalcahuello 
CLI00189;Demian   Ramírez;50;Viudo; Puerto Pirihueico ; Villarrica 
CLI00190;Colomba   Castillo;29;Viudo; Valparaíso ; Quillón 
CLI00191;Miguel  Acuña;46;Soltero; Pedregal ;Lontué 
CLI00192;Rafaella   Navarro;18;Casado; Puerto Fonck ; Ensenada 
CLI00193;Pía   Guzmán;40;Viudo; Vicuña ; Isla de Maipo 
CLI00194;Luciano   Maldonado;48;Casado; Las Cruces ;Pica 
CLI00195;Bastián   Cárdenas;34;Viudo; Las Cruces ; La Tirana 
CLI00196;Daniel   Peña;40;Viudo; Puerto Choque ; Punta De Tralca 
CLI00197;Claudio   Cáceres;31;Divorciado;Coquimbo ; Las Cabras 
CLI00198;Mauricio   Vera;34;Divorciado; Puente Negro ;Lontué 
CLI00199;Carlos   Farías;29;Casado; Guanaqueros ; Victoria 
CLI00200;Sergio   Sánchez;37;Divorciado; Colonia Lautaro ;Alcohuaz 
CLI00201;Axel   Yáñez;19;Casado; Las Cabras ;La Laguna 
CLI00202;Cristóbal   Alvarado;50;Soltero; Puerto Ingeniero Ibáñez ; La Herradura 
CLI00203;Alejandro   García;44;Soltero; Taltal ; Puente Negro 
CLI00204;Gonzalo   Rivera;45;Divorciado; Punta Arenas ; Puerto Bertrand 
CLI00205;Martina   Contreras;32;Casado; Los Molinos ; Peleco 
CLI00206;Amy   Rivera;24;Viudo; Punta Arenas ; Concón 
CLI00207;Sophia   Fuentes;41;Casado; Huasco ; Malalcahuello 
CLI00208;Guillermo   Cortés;40;Soltero;Alcohuaz ;Las Trancas (Termas de Chillán) 
CLI00209;Leonardo   Carrasco;43;Soltero; El Melocotón ; Villa Alemana
CLI00210;Manuel   Orellana;33;Divorciado; Puerto Bertrand ; Ensenada 
CLI00211;Maximiliano   Salazar;49;Soltero; Villa O'Higgins ; Piruquina 
CLI00212;Mateo   Guzmán;19;Casado; Las Cruces ; Santa Cruz 
CLI00213;Bárbara   Olivares;23;Divorciado; Catripulli ; Iquique 
CLI00214;Matilde   Vera;41;Viudo; Las Trincheras ;Cahuil 
CLI00215;Eduardo   Jara;32;Viudo; Tinguiririca ;El Guayacán 
CLI00216;Consuelo   Saavedra;50;Casado;Las Trancas (Termas de Chillán) ; Los Molles 
CLI00217;Nicolás   Medina;31;Casado; Vicuña ; Ritoque 
CLI00218;Krishna   Palma;27;Soltero; Valparaíso ; Rangue 
CLI00219;Colomba   Vera;45;Soltero; Pedregal ; Limache 
CLI00220;Noemí   Bravo;35;Viudo; Lican Ray ; Chauquén 
CLI00221;Amparo   Martínez;33;Viudo; Valparaíso ; Puerto Montt 
CLI00222;Josefa   Martínez;24;Viudo; San Fabián de Alico ; Maitencillo 
CLI00223;Javier   Leiva;48;Casado; Melipilla ; El Médano 
CLI00224;Cristopher   Yáñez;18;Viudo; El Manzano ; Malalcahuello 
CLI00225;Julieta   Sanhueza;27;Divorciado;Coquimbo ; Calama 
CLI00226;Kevin   Sáez;42;Divorciado; Saltos del Laja ; Tongoy 
CLI00227;Elena   Vergara;49;Viudo; Viña Del Mar; Chanavayita 
CLI00228;Facundo   Lagos;25;Casado;Puerto Saavedra ; Puerto Montt 
CLI00229;Laura   Espinoza;20;Casado; Piruquina ; El Colorado 
CLI00230;Cristopher   Guzmán;23;Viudo;Puerto Guadal ; Pichilemu 
CLI00231;Josefa   Bustos;19;Soltero; Llicaldad ; Lago Ranco 
CLI00232;Facundo   Farías;22;Viudo; Melipilla ; Puente Negro 
CLI00233;Isabel   Rivera;39;Soltero; El Médano ; El Manzano 
CLI00234;Amalia   Guzmán;43;Casado;Puerto Guadal ; Cochrane 
CLI00235;Maximiliano   Vera;26;Divorciado; Puerto Pirihueico ; Iquique 
CLI00236;Ámbar   Salazar;33;Viudo;Puerto Saavedra ; Baños Morales 
CLI00237;Alexis   Vergara;31;Soltero; Mehuín ; Pucón 
CLI00238;Rafaela   Reyes;26;Viudo; Cucao ; Molco 
CLI00239;Francisca   Rodríguez;28;Soltero; Caburga ; Frutillar Alto 
CLI00240;Florencia   Aguilera;50;Soltero; Calama ; Santa Olga 
CLI00241;Carlos   Salazar;44;Soltero; Lebu ; Puerto Fonck 
CLI00242;Lucía   Valenzuela;25;Viudo; Carelmapu ; Juan Lopez 
CLI00243;Luciana   Álvarez;24;Soltero; Ensenada ; Puerto Choque 
CLI00244;Esperanza   Toro;23;Viudo; Olmué ; Puerto Varas 
CLI00245;Julián   Poblete;38;Soltero; Puerto Fonck ; Chauquén 
CLI00246;Ignacia   Palma;32;Casado; Punta Choros ; Pisco Elqui 
CLI00247;Paz   Navarrete;33;Casado;Puertecillo ; Constitución 
CLI00248;Katalina   Rodríguez;39;Soltero; Taltal ;Pica 
CLI00249;Elías   Fernández;18;Divorciado; Tulahuén ; Quillota 
CLI00250;Andrés   Carrasco;46;Divorciado; Vichuquén ; Cucao 
CLI00251;Alonso   Leiva;43;Casado; San José de Maipo ; Victoria 
CLI00252;Celeste   Leiva;36;Divorciado; Futaleufú ; Huasco 
CLI00253;Felipe   Vergara;40;Soltero; Puerto Natales ; Taltal 
CLI00254;Álvaro   Torres;48;Divorciado; Las Trincheras ; Puerto Lloles 
CLI00255;Javier   Gallardo;28;Casado; Maitencillo ; Valdivia 
CLI00256;Andrés   Alarcón;35;Viudo;Cobquecura ; Nercón 
CLI00257;Katalina   Espinoza;40;Viudo; Carelmapu ; Chile Chico 
CLI00258;Ámbar   García;20;Casado; Curanipe ;La Laguna 
CLI00259;Constanza   Tapia;37;Viudo; Villa O'Higgins ; Coronel 
CLI00260;Consuelo   Castro;34;Casado;La Laguna ; Iquique 
CLI00261;Thomas   Sánchez;44;Viudo;Cobquecura ; Niebla 
CLI00262;Paz   Ortega;22;Soltero; Pisco Elqui ; Recinto 
CLI00263;Ian   Poblete;25;Divorciado; San Pedro De Atacama; Llifén 
CLI00264;Agustín   Salinas;21;Viudo; Frutillar Alto ; La Serena 
CLI00265;Kiara   Gutiérrez;42;Viudo; Termas del Flaco ; La Tirana 
CLI00266;Abigail   Álvarez;34;Casado; Colonia Lautaro ; Totoralillo 
CLI00267;Víctor   Parra;36;Soltero; Tomé ; Los Vilos 
CLI00268;Tomás   Miranda;46;Soltero; Chile Chico ; Punta De Tralca 
CLI00269;Daniel   Valdés;24;Soltero; Río Bueno ; El Melocotón 
CLI00270;Vicente   Farías;50;Divorciado;Puerto Saavedra ; Termas del Flaco 
CLI00271;Sebastián   Sáez;22;Viudo;Puerto Saavedra ; Villa Alemana
CLI00272;Luciano   Martínez;29;Divorciado; Baños Morales ; Vichuquén 
CLI00273;Dylan   Aguilera;24;Viudo; Las Vertientes ; Pelluhue 
CLI00274;Isaías   Guzmán;32;Casado; Villa Alemana; Llicaldad 
CLI00275;Ian   Ortega;18;Soltero;Cobquecura ; El Tabo 
CLI00276;Sophia   Donoso;19;Casado; Termas del Flaco ; Laguna Verde 
CLI00277;David   López;32;Divorciado;Alcohuaz ; Panguipulli 
CLI00278;Violeta   Araya;35;Casado; San Pedro De Atacama; Putre 
CLI00279;Rafaela   Ruiz;48;Casado; Vicuña ; Melipilla 
CLI00280;Amparo   Godoy;24;Casado; Rangue ; Frutillar 
CLI00281;Manuel   López;27;Viudo; Vilches ; Punta De Tralca 
CLI00282;Thomas   Sánchez;35;Soltero;Puertecillo ; Paihuano 
CLI00283;Katalina   Figueroa;41;Viudo; Frutillar ; Puerto Fonck 
CLI00284;Alan   García;26;Viudo; Llicaldad ; El Melocotón 
CLI00285;Ámbar   Palma;50;Viudo; Niebla ; Carelmapu 
CLI00286;Santiago   Salazar;39;Viudo; Niebla ; Curacautín 
CLI00287;Jean   Alarcón;29;Casado;Quillaipe ; San José de Maipo 
CLI00288;Vicente   Orellana;37;Divorciado; Victoria ; Alto del Carmen 
CLI00289;Camila   Campos;34;Soltero; El Molle ;Entre Lagos 
CLI00290;Elías   Aguilera;36;Soltero; Lago Ranco ; Niebla 
CLI00291;Rafael   Medina;33;Soltero; Niebla ; Cunco 
CLI00292;Olivia   Pino;43;Divorciado; La Serena ; Punta Choros 
CLI00293;Javier   Valdés;27;Divorciado; Tomé ;Rivadavia 
CLI00294;David   Pizarro;31;Casado; Ilihue ; Manzanar 
CLI00295;Santiago   Godoy;50;Casado; Pichidangui ; Puerto Ingeniero Ibáñez 
CLI00296;Agustina   Cáceres;41;Soltero; Algarrobo ; Lebu 
CLI00297;Josefina   Garrido;34;Casado; Angol ; Puerto Aysén 
CLI00298;Jesús   Alvarado;47;Divorciado; Putre ; Freire 
CLI00299;Facundo   Miranda;30;Divorciado; Constitución ; Chauquén 
CLI00300;Kevin   Ortiz;40;Soltero; Santa Cruz ; Punta Arenas 
CLI00301;Esteban   Peña;18;Divorciado; Valdivia ; Villa O'Higgins 
CLI00302;Dante   Bravo;23;Divorciado;Quillaipe ; Mehuín 
CLI00303;Nicolás   Valenzuela;26;Viudo; Dichato ; La Herradura 
CLI00304;Abigail   Venegas;26;Viudo; Pucón ; Curanipe 
CLI00305;Rafaela   Vergara;20;Soltero; Osorno ; El Molle 
CLI00306;Isabel   Bustamante;24;Soltero; Totoralillo ; Totoralillo 
CLI00307;Violeta  Acuña;24;Soltero; Los Molinos ; Lican Ray 
CLI00308;Dante   Herrera;18;Casado; Isla R. Crusoe (Juan Fernández) ; Pozo Almonte 
CLI00309;Gustavo   Flores;31;Viudo;Lontué ; Saltos del Laja 
CLI00310;Víctor   Poblete;46;Divorciado; Puerto Lloles ; Puerto Montt 
CLI00311;Gonzalo   Espinoza;36;Soltero; El Médano ; Puerto Varas 
CLI00312;Ricardo   Silva;22;Divorciado;El Guayacán ; Vicuña 
CLI00313;Elías   Vidal;27;Casado; Bahia Inglesa ; Villa Tehuelches 
CLI00314;Álvaro   Gómez;40;Soltero;La Laguna ;Quillaipe 
CLI00315;Anaís   Castillo;32;Casado; Molco ; Putre 
CLI00316;Katalina   Fernández;48;Viudo; Carelmapu ; Viña Del Mar
CLI00317;Agustín   Guzmán;39;Viudo; Puerto Natales ; Colonia Lautaro 
CLI00318;Dafne   Olivares;37;Soltero; Santa Olga ;Alcohuaz 
CLI00319;Alejandra   Silva;38;Soltero; Pozo Almonte ; Punta Choros 
CLI00320;Amparo   Vera;35;Divorciado;Entre Lagos ; Saltos del Laja 
CLI00321;Matilda   Henríquez;43;Divorciado; Quintay ; Tongoy 
CLI00322;Francisco   Palma;34;Soltero; Puerto Aysén ; Coihaique 
CLI00323;Sophia   Orellana;47;Soltero; Peleco ; Paihuano 
CLI00324;Juan   Castillo;45;Divorciado;Puertecillo ; Victoria 
CLI00325;Sara   Palma;25;Divorciado; Olmué ; Totoralillo 
CLI00326;Consuelo   Gallardo;42;Divorciado; El Manzano ;El Guayacán 
CLI00327;Emiliano   Vergara;18;Viudo; Cucao ;Rivadavia 
CLI00328;Pía   Bustos;32;Divorciado; Compu ; Panguipulli 
CLI00329;Dominique   Farías;31;Viudo; Ensenada ; Isla de Maipo 
CLI00330;Antonella   Sánchez;27;Viudo; Reñaca ;Puertecillo 
CLI00331;Anaís   Zúñiga;25;Soltero;El Guayacán ; Puerto Varas 
CLI00332;Máximo   Guerrero;47;Divorciado; La Herradura ; Pisco Elqui 
CLI00333;Emma   Riquelme;21;Divorciado;Pica ; Vichuquén 
CLI00334;Mayra   García;21;Soltero; Molco ;Puerto Saavedra 
CLI00335;Nicolás   Gallardo;20;Soltero; Maitencillo ; Iloca
CLI00336;Maura   Saavedra;40;Casado; Caburga ; Puerto Pirihueico 
CLI00337;Mathías   Saavedra;26;Casado; Ancud ; Algarrobo 
CLI00338;Juan  Acuña;38;Soltero; Las Cruces ; Concón 
CLI00339;Samuel   Sáez;34;Divorciado; Puerto Natales ; Chanavayita 
CLI00340;Luciana   Valenzuela;22;Divorciado;Metri ; Puyuhuapi 
CLI00341;Laura   García;48;Viudo; Viña Del Mar; Alto del Carmen 
CLI00342;Ignacio   Álvarez;31;Viudo; Guanaqueros ; Coyhaique 
CLI00343;Consuelo   Gallardo;43;Casado; Coñaripe ; Los Molinos 
CLI00344;Emily   Romero;29;Casado; Puerto Pirihueico ; Villa Tehuelches 
CLI00345;Alejandra   Aguilera;26;Divorciado; Llifén ; Puerto Montt 
CLI00346;Amparo   Figueroa;22;Casado; Santa Olga ; Coyhaique 
CLI00347;Benjamín   Reyes;36;Casado; Puerto Ingeniero Ibáñez ; Pichilemu 
CLI00348;Gabriela   Castillo;20;Divorciado; Algarrobo ; Puerto Choque 
CLI00349;Mayra   Valdés;20;Soltero; Constitución ; Maitencillo 
CLI00350;Valentina   Romero;48;Casado; Puerto Fonck ; Las Cabras 
CLI00351;Thiare   Espinoza;37;Divorciado; Olmué ; Ensenada 
CLI00352;Agustín   Peña;27;Casado; Tinguiririca ; El Colorado 
CLI00353;Amaro   Aravena;30;Soltero; San José de Maipo ; Maitencillo 
CLI00354;Esteban   Valenzuela;20;Viudo; Isla R. Crusoe (Juan Fernández) ; Laguna Verde 
CLI00355;Daniela   Cerda;28;Soltero; Isla R. Crusoe (Juan Fernández) ; Chauquén 
CLI00356;María   Henríquez;29;Viudo; San Félix ; Nercón 
